MACD|001583|安信新常态股票	股票型|6, 8, 24|17.67756
MA|000934|国富大中华精选混合	QDII|5, 5, 22|11.98598
MACD|000934|国富大中华精选混合	QDII|18, 15, 6|9.93118
MA|020023|国泰事件驱动策略混合	混合型|16, 11, 65|17.55517
MACD|020023|国泰事件驱动策略混合	混合型|6, 12, 24|17.55517
MA|001725|汇添富高端制造股票	股票型|7, 7, 53|28.61564
MACD|001725|汇添富高端制造股票	股票型|1, 23, 11|16.49532
MA|270041|广发消费品精选混合	混合型|7, 7, 84|21.50904
MACD|270041|广发消费品精选混合	混合型|8, 14, 13|21.50904
MA|000751|嘉实新兴产业股票	股票型|7, 7, 80|14.7188
MACD|000751|嘉实新兴产业股票	股票型|10, 15, 28|13.73035
MA|001605|国富沪港深成长精选股票	股票型|2, 10, 93|12.4878
MACD|001605|国富沪港深成长精选股票	股票型|3, 9, 9|21.4424
MA|570001|诺德价值优势混合	混合型|19, 6, 22|20.71597
MACD|570001|诺德价值优势混合	混合型|10, 44, 10|8.48075
MA|110015|易方达行业领先混合	混合型|19, 31, 23|2.97455
MACD|110015|易方达行业领先混合	混合型|7, 15, 4|13.6418
MA|002624|广发优企精选混合	混合型|1, 28, 27|10.57097
MACD|002624|广发优企精选混合	混合型|8, 14, 14|23.06265
MA|163412|兴全轻资产混合(LOF)	混合型|7, 7, 91|26.19975
MACD|163412|兴全轻资产混合(LOF)	混合型|5, 6, 5|26.19975
MA|002666|前海开源沪港深创新成长混合A	混合型|3, 28, 78|7.89739
MACD|002666|前海开源沪港深创新成长混合A	混合型|5, 11, 11|16.21011
MA|180013|银华领先策略混合	混合型|19, 6, 22|23.81262
MACD|180013|银华领先策略混合	混合型|4, 11, 30|17.53443
MA|519008|汇添富优势精选	混合型|6, 38, 89|8.28596
MACD|519008|汇添富优势精选	混合型|9, 18, 5|16.55979
MA|003120|博时鑫源混合C	混合型|8, 15, 85|31.23123
MACD|003120|博时鑫源混合C	混合型|2, 15, 6|31.1
MA|002667|前海开源沪港深创新成长混合C	混合型|2, 41, 87|8.85945
MACD|002667|前海开源沪港深创新成长混合C	混合型|5, 10, 9|15.94044
MA|003119|博时鑫源混合A	混合型|5, 5, 30|31.11
MACD|003119|博时鑫源混合A	混合型|2, 16, 5|30.97899
MA|003243|上投摩根中国世纪人民币	QDII|19, 6, 22|20.5873
MACD|003243|上投摩根中国世纪人民币	QDII|13, 14, 18|14.66119
MA|310398|申万菱信沪深300价值指数	股票指数|6, 5, 84|20.1868
MACD|310398|申万菱信沪深300价值指数	股票指数|11, 12, 15|19.01979
MA|000634|富国天盛灵活配置混合	混合型|2, 28, 17|11.06087
MACD|000634|富国天盛灵活配置混合	混合型|18, 19, 10|12.13345
MA|000029|富国宏观策略	混合型|10, 5, 49|22.26549
MACD|000029|富国宏观策略	混合型|4, 5, 25|22.26549
MA|376510|上投大盘蓝筹	股票型|7, 7, 84|10.91174
MACD|376510|上投大盘蓝筹	股票型|15, 10, 4|14.51515
MA|118001|易方达亚洲精选	QDII|9, 7, 68|17.73667
MACD|118001|易方达亚洲精选	QDII|3, 4, 4|16.97297
MA|002121|广发沪港深新起点股票	股票型|5, 5, 20|22.18335
MACD|002121|广发沪港深新起点股票	股票型|6, 4, 15|15.5304
MA|002595|博时工业4.0主题股票	股票型|19, 10, 92|16.51665
MACD|002595|博时工业4.0主题股票	股票型|8, 14, 14|15.78711
MA|000988|嘉实全球互联网股票人民币	QDII|19, 5, 79|5.25623
MACD|000988|嘉实全球互联网股票人民币	QDII|17, 4, 11|6.32999
MA|001878|嘉实沪港深精选股票	股票型|19, 6, 22|17.07622
MACD|001878|嘉实沪港深精选股票	股票型|10, 20, 28|13.01702
MA|000835|华润元大富时中国A50指数	股票指数|5, 5, 16|23.74602
MACD|000835|华润元大富时中国A50指数	股票指数|2, 26, 6|18.57745
MA|160216|国泰商品	QDII|5, 5, 22|26.06383
MACD|160216|国泰商品	QDII|5, 8, 19|26.73796
MA|001236|博时丝路主题股票A	股票型|16, 5, 91|16.34311
MACD|001236|博时丝路主题股票A	股票型|3, 16, 22|16.34311
MA|002697|中欧消费主题股票C	股票型|19, 6, 22|23.38723
MACD|002697|中欧消费主题股票C	股票型|3, 13, 21|21.53096
MA|320010|诺安中证100	股票指数|7, 5, 22|19.73492
MACD|320010|诺安中证100	股票指数|1, 8, 14|10.89744
MA|160628|鹏华地产分级	股票指数|7, 7, 34|22.96029
MACD|160628|鹏华地产分级	股票指数|3, 40, 24|20.03524
MA|163406|兴全合润分级混合	混合型|4, 6, 62|15.65178
MACD|163406|兴全合润分级混合	混合型|5, 6, 25|23.45624
MA|002621|中欧消费主题股票A	股票型|19, 6, 22|22.8198
MACD|002621|中欧消费主题股票A	股票型|2, 17, 24|21.07459
MA|398061|中海消费混合	混合型|19, 16, 86|16.37537
MACD|398061|中海消费混合	混合型|7, 11, 25|16.37537
MA|001657|长安鑫富领先混合	混合型|16, 8, 70|25.35164
MACD|001657|长安鑫富领先混合	混合型|17, 11, 18|17.23577
MA|350005|天治中国制造2025	混合型|2, 50, 35|8.87772
MACD|350005|天治中国制造2025	混合型|10, 14, 5|18.65999
MA|002189|农银汇理国企改革混合	混合型|7, 7, 24|20.8751
MACD|002189|农银汇理国企改革混合	混合型|3, 22, 15|11.69656
MA|000127|农银行业领先混合	混合型|10, 7, 39|20.25502
MACD|000127|农银行业领先混合	混合型|7, 25, 10|11.10177
MA|161129|易方达原油A类人民币	QDII|7, 7, 84|24.66741
MACD|161129|易方达原油A类人民币	QDII|5, 13, 26|24.42485
MA|000167|广发聚优灵活配置混合A	混合型|7, 7, 10|18.24881
MACD|000167|广发聚优灵活配置混合A	混合型|3, 9, 7|15.86179
MA|519165|新华鑫利灵活配置	混合型|19, 6, 22|19.77556
MACD|519165|新华鑫利灵活配置	混合型|4, 8, 29|19.77556
MA|519702|交银趋势混合	混合型|4, 45, 63|11.62672
