日期,股票代码,名称,收盘价,最高价,最低价,开盘价,前收盘,涨跌额,涨跌幅,换手率,成交量,成交金额,总市值,流通市值
2017-03-02,'399307,深证转债,193.5895,193.8523,193.2093,193.4228,193.4228,0.1667,0.0862,,297434,35568247.663,,
2017-03-01,'399307,深证转债,193.4228,193.7787,193.2651,193.4872,193.4872,-0.0644,-0.0333,,466850,53695857.68,,
2017-02-28,'399307,深证转债,193.4872,193.967,193.4094,193.5048,193.5162,-0.029,-0.015,,280893,31089267.181,,
2017-02-27,'399307,深证转债,193.5162,194.4817,193.2274,194.4729,194.4613,-0.9451,-0.486,,161891,18453608.376,,
2017-02-24,'399307,深证转债,194.4613,194.4613,193.2597,193.776,193.9282,0.5331,0.2749,,540411,63127168.122,,
2017-02-23,'399307,深证转债,193.9282,194.4568,193.5081,194.4544,194.4544,-0.5262,-0.2706,,368072,42632244.713,,
2017-02-22,'399307,深证转债,194.4544,194.4544,193.1451,193.3965,193.3965,1.0579,0.547,,524464,59840858.824,,
2017-02-21,'399307,深证转债,193.3965,193.5527,193.0725,193.1552,193.1552,0.2413,0.1249,,553998,63301191.356,,
2017-02-20,'399307,深证转债,193.1552,193.1552,192.4604,192.7398,192.7398,0.4154,0.2155,,470148,56063814.463,,
2017-02-17,'399307,深证转债,192.7398,193.0623,192.3061,192.9578,192.9578,-0.218,-0.113,,210076,23008166.879,,
2017-02-16,'399307,深证转债,192.9578,193.4574,192.8276,193.2757,193.2757,-0.3179,-0.1645,,522642,61802374.203,,
2017-02-15,'399307,深证转债,193.2757,193.7033,193.1145,193.2008,193.1552,0.1205,0.0624,,613524,73116497.946,,
2017-02-14,'399307,深证转债,193.1552,193.3777,192.8412,192.9081,192.8991,0.2561,0.1328,,189603,22285465.741,,
2017-02-13,'399307,深证转债,192.8991,193.5098,192.7986,192.9478,192.8561,0.043,0.0223,,267363,30230986.355,,
2017-02-10,'399307,深证转债,192.8561,193.0315,192.1489,192.3353,192.3131,0.543,0.2824,,751139,87289364.927,,
2017-02-09,'399307,深证转债,192.3131,192.5737,192.1315,192.1534,192.1481,0.165,0.0859,,400117,46960859.714,,
2017-02-08,'399307,深证转债,192.1481,192.3876,191.5776,192.3876,191.7546,0.3935,0.2052,,407208,46981479.284,,
2017-02-07,'399307,深证转债,191.7546,192.4609,191.6037,192.4609,192.2269,-0.4723,-0.2457,,310910,35809459.691,,
2017-02-06,'399307,深证转债,192.2269,192.2269,190.938,191.6682,191.6508,0.5761,0.3006,,458228,52858955.397,,
2017-02-03,'399307,深证转债,191.6508,192.3295,191.3468,192.0593,192.1215,-0.4707,-0.245,,363029,39109947.529,,
